title,citation,year,pmid
"Stool microbiome reveals diverse bacterial ureases as confounders of oral urea breath testing for Helicobacter pylori and Mycobacterium tuberculosis in Bamako, Mali.",J Breath Res 2016 08;10(3):036012.,2016,27532494
Performance evaluation of a rapid whole-blood immunoassay for the detection of IgG antibodies against Helicobacter pylori in daily clinical practice.,Ann. Clin. Microbiol. Antimicrob. 2016 Aug;15(1):47.,2016,27503600
"Prevalence of the colonization of Helicobacter pylori among students of the school of dentistry, University of Granada, Spain.",Med Oral Patol Oral Cir Bucal 2016 Sep;21(5):e573-8.,2016,27475692
Iodine-131 in Helicobacter pylori-positive patients: preliminary accidental finding and in differentiated thyroid cancer.,Nucl Med Commun 2016 Nov;37(11):1136-8.,2016,27337594
"Ten-day empirical sequential or concomitant therapy is more effective than triple therapy for Helicobacter pylori eradication: A multicenter, prospective study.",Dig Liver Dis 2016 Aug;48(8):888-92.,2016,27257049
"The Associations Between Helicobacter pylori Infection, Serum Vitamin D, and Metabolic Syndrome: A Community-Based Study.",Medicine (Baltimore) 2016 May;95(18):e3616.,2016,27149497
Randomized clinical trial comparing ten day concomitant and sequential therapies for Helicobacter pylori eradication in a high clarithromycin resistance area.,Eur. J. Intern. Med. 2016 Jul;32:84-90.,2016,27134145
"Antibiotic resistance and CYP2C19 polymorphisms affect the efficacy of concomitant therapies for Helicobacter pylori infection: an open-label, randomized, single-centre clinical trial.",J. Antimicrob. Chemother. 2016 08;71(8):2280-5.,2016,27107097
"Rare Helicobacter pylori Infection May Explain Low Stomach Cancer Incidence: Ecological Observations in Bali, Indonesia.",Asian Pac. J. Cancer Prev. 2016 ;17(3):979-84.,2016,27039823
Diagnostic Methods of Helicobacter pylori Infection for Epidemiological Studies: Critical Importance of Indirect Test Validation.,Biomed Res Int 2016 ;2016:4819423.,2016,26904678
[Detection of Helicobacter pylori by immunoblot: a multiple-center study].,Zhonghua Yi Xue Za Zhi 2016 Jan;96(4):265-9.,2016,26879785
"[Quadruple regimens using domestically manufactured drugs in gastritis and duodenal ulcer patients for Helicobacter pylori eradication: a perspective, multicenter, randomized controlled trial].",Zhonghua Yi Xue Za Zhi 2016 Jan;96(4):260-4.,2016,26879784
Aggravation of Helicobacter pylori stomach infections in stressed military recruits.,J. Int. Med. Res. 2016 Apr;44(2):367-76.,2016,26800706
Helicobacter pylori infection is associated with type 2 diabetes among a middle- and old-age Chinese population.,Diabetes Metab. Res. Rev. 2016 Jan;32(1):95-101.,2016,26172433
Stability of (13) C-Urea Breath Test Samples Over Time in the Diagnosis of Helicobacter pylori.,J. Clin. Lab. Anal. 2016 May;30(3):231-4.,2016,25600933
On the importance of developing a new generation of breath tests for Helicobacter pylori detection.,J Breath Res 2015 Dec;9(4):047111.,2015,26669802
Effect of posture on (13)C-urea breath test in partial gastrectomy patients.,World J. Gastroenterol. 2015 Dec;21(45):12888-95.,2015,26668514
Outcome of second- and third-line Helicobacter pylori eradication therapies based on antimicrobial susceptibility testing.,J. Antimicrob. Chemother. 2015 Nov;70(11):3141-5.,2015,26245638
Carbon-14 urea breath test: does it work in patients with partial gastric resection?,Ann Nucl Med 2015 Nov;29(9):786-91.,2015,26187581
"The impact of amalgam dental fillings on the frequency of Helicobacter pylori infection and H. pylori eradication rates in patients treated with concomitant, quadruple, and levofloxacin-based therapies.",Eur J Gastroenterol Hepatol 2015 Jul;27(7):769-75.,2015,25919773
"First-line eradication rates comparing two shortened non-bismuth quadruple regimens against Helicobacter pylori: an open-label, randomized, multicentre clinical trial.",J. Antimicrob. Chemother. 2015 Aug;70(8):2376-81.,2015,25855760
"Helicobacter pylori second-line rescue therapy with levofloxacin- and bismuth-containing quadruple therapy, after failure of standard triple or non-bismuth quadruple treatments.",Aliment. Pharmacol. Ther. 2015 Apr;41(8):768-75.,2015,25703120
"The Diagnostic Validity of Citric Acid-Free, High Dose (13)C-Urea Breath Test After Helicobacter pylori Eradication in Korea.",Helicobacter 2015 Jun;20(3):159-68.,2015,25640474
Evaluation of Exalenz Bioscience's BreathID for Helicobacter pylori detection.,Expert Rev. Mol. Diagn. 2015 Mar;15(3):299-312.,2015,25634297
Accuracy of urea breath test in Helicobacter pylori infection: meta-analysis.,World J. Gastroenterol. 2015 Jan;21(4):1305-14.,2015,25632206
Helicobacter Pylori Infection is Positively Associated with Metabolic Syndrome in Taiwanese Adults: a Cross-Sectional Study.,Helicobacter 2015 Jun;20(3):184-91.,2015,25582223
"Two-week, high-dose proton pump inhibitor, moxifloxacin triple Helicobacter pylori therapy after failure of standard triple or non-bismuth quadruple treatments.",Dig Liver Dis 2015 Feb;47(2):108-13.,2015,25454706
Helicobacter pylori Infection in Children. Antimicrobial Resistance and Treatment Response.,Helicobacter 2015 Jun;20(3):169-75.,2015,25382231
Low prevalence and incidence of Helicobacter pylori infection in children: a population-based study in Japan.,Helicobacter 2015 Apr;20(2):133-8.,2015,25382113
Increasing biopsy number and sampling from gastric body improve the sensitivity of rapid urease test in patients with peptic ulcer bleeding.,Dig. Dis. Sci. 2015 Feb;60(2):454-7.,2015,25213078
"Clarithromycin Versus Metronidazole as First-line Helicobacter pylori Eradication: A Multicenter, Prospective, Randomized Controlled Study in Japan.",J. Clin. Gastroenterol. 2015 Jul;49(6):468-71.,2015,24921211
Residual gas analyzer mass spectrometry for human breath analysis: a new tool for the non-invasive diagnosis of Helicobacter pylori infection.,J Breath Res 2014 Mar;8(1):016005.,2014,24566134
Evaluation of the (14)C-urea breath test using indigenously produced (14)C-urea capsules and a modified technique for trapping exhaled breath: a pilot study.,Nucl Med Commun 2014 Mar;35(3):325-30.,2014,24284990
Determining urea levels in exhaled breath condensate with minimal preparation steps and classic LC-MS.,J Chromatogr Sci 2014 Oct;52(9):1026-32.,2014,24190872
Association between abnormal gastric function risk and Helicobacter pylori infection assessed by ELISA and 14C-urea breath test.,Diagn. Microbiol. Infect. Dis. 2014 Dec;80(4):316-20.,2014,25284372
Non-invasive detection of Helicobacter pylori in cystic fibrosis--the fecal test vs. the urea breath test.,Eur Rev Med Pharmacol Sci 2014 Aug;18(16):2343-8.,2014,25219836
"Oral Helicobacter pylori, its relationship to successful eradication of gastric H. pylori and saliva culture confirmation.",J. Physiol. Pharmacol. 2014 Aug;65(4):559-66.,2014,25179088
Helicobacter pylori infection - recent developments in diagnosis.,World J. Gastroenterol. 2014 Jul;20(28):9299-313.,2014,25071324
The effect of radioactive iodine treatment on 14C urea breath test results in patients with hyperthyroidism.,Clin Nucl Med 2014 Dec;39(12):1022-6.,2014,25036019
Helicobacter pylori infection in type 1 diabetes children and adolescents using 13C urea breath test.,Pol. J. Microbiol. 2014 ;63(1):63-7.,2014,25033664
Relationship between Helicobacter pylori infection and vitiligo: a prospective study.,Am J Clin Dermatol 2014 Oct;15(5):457-62.,2014,24985165
Excretion kinetics of 13C-urea breath test: influences of endogenous CO2 production and dose recovery on the diagnostic accuracy of Helicobacter pylori infection.,Anal Bioanal Chem 2014 Sep;406(22):5405-12.,2014,24939135
Blood pressure and stature in Helicobacter pylori positive and negative persons.,World J. Gastroenterol. 2014 May;20(19):5625-31.,2014,24914321
"Use of a combination formulation of bismuth, metronidazole and tetracycline with omeprazole as a rescue therapy for eradication of Helicobacter pylori.",Aliment. Pharmacol. Ther. 2014 Jul;40(2):171-7.,2014,24863854
Helicobacter pylori prevalence in children influenced by non-specific antibiotic treatments.,Cent. Eur. J. Public Health 2014 Mar;22(1):48-53.,2014,24844107
"High exposure, spontaneous clearance, and low incidence of active Helicobacter pylori infection: the Sorbo San Basile study.",Helicobacter 2014 Aug;19(4):296-305.,2014,24758553
First detected Helicobacter pylori infection in infancy modifies the association between diarrheal disease and childhood growth in Peru.,Helicobacter 2014 Aug;19(4):272-9.,2014,24750275
"Rabeprazole, clarithromycin, and amoxicillin Helicobacter pylori eradication therapy: report of an efficacy study.",World J. Gastroenterol. 2014 Apr;20(13):3615-9.,2014,24707145
High-dose extended-release lansoprazole (dexlansoprazole) and amoxicillin dual therapy for Helicobacter pylori infections.,Helicobacter 2014 Aug;19(4):319-22.,2014,24698653
Helicobacter heilmannii sensu stricto-related gastric ulcers: a case report.,World J. Gastroenterol. 2014 Mar;20(12):3376-82.,2014,24695914
High prevalence of Helicobacter pylori infection in Behcet's disease.,BMC Gastroenterol 2014 Mar;14:58.,2014,24684898
"Sequential, concomitant and hybrid first-line therapies for Helicobacter pylori eradication: a prospective randomized study.",J. Med. Microbiol. 2014 May;63(Pt 5):748-52.,2014,24586031
Comparison of encapsulated versus nonencapsulated (14) C-urea breath test for the detection of Helicobacter pylori infection: a scintigraphy study.,Helicobacter 2014 Apr;19(2):116-23.,2014,24237714
Randomised clinical trial comparing sequential and concomitant therapies for Helicobacter pylori eradication in routine clinical practice.,Gut 2014 Feb;63(2):244-9.,2014,23665990
Diagnosis of Helicobacter pylori infection by means of reduced-dose ¹³C-urea breath test and early sampling of exhaled breath.,J. Pediatr. Gastroenterol. Nutr. 2013 Nov;57(5):607-11.,2013,23783010
Exhaled breath condensate adenosine tracks lung function changes in cystic fibrosis.,Am. J. Physiol. Lung Cell Mol. Physiol. 2013 Apr;304(7):L504-9.,2013,23355385
PCR detection of Helicobacter pylori in clinical samples.,Methods Mol. Biol. 2013 ;943:279-87.,2013,23104297
Breath tests sustainability in hospital settings: cost analysis and reimbursement in the Italian National Health System.,Eur Rev Med Pharmacol Sci 2013 ;17 Suppl 2:99-104.,2013,24443075
13C-Urea breath test for the diagnosis of Helicobacter pylori infection.,Eur Rev Med Pharmacol Sci 2013 ;17 Suppl 2:51-8.,2013,24443069
"Prevalence and risk factors of Helicobacter pylori in Turkey: a nationally-representative, cross-sectional, screening with the ¹³C-Urea breath test.",BMC Public Health 2013 Dec;13:1215.,2013,24359515
"Isotope-labelled urea to test colon drug delivery devices in vivo: principles, calculations and interpretations.",Isotopes Environ Health Stud 2013 ;49(4):473-91.,2013,24313370
Cost-effectiveness of the carbon-13 urea breath test for the detection of Helicobacter pylori: an economic analysis.,Ont Health Technol Assess Ser 2013 ;13(20):1-28.,2013,24228083
Carbon-13 urea breath test for Helicobacter pylori infection in patients with uninvestigated ulcer-like dyspepsia: an evidence-based analysis.,Ont Health Technol Assess Ser 2013 ;13(19):1-30.,2013,24228082
Estimate of production of gaseous nitrogen in the human body based on (15)N analysis of breath N2 after administration of [(15)N2]urea.,Isotopes Environ Health Stud 2013 ;49(4):454-63.,2013,24219365
Continuous positive airway pressure and noninvasive ventilation adherence in children.,Sleep Med. 2013 Dec;14(12):1290-4.,2013,24157098
Do gender and age influence the frequency of Helicobacter pylori infection?,Wien. Klin. Wochenschr. 2013 Nov;125(21-22):714-6.,2013,24146329
ColoPulse tablets perform comparably in healthy volunteers and Crohn's patients and show no influence of food and time of food intake on bioavailability.,J Control Release 2013 Dec;172(3):618-24.,2013,24096020
Do we eradicate Helicobacter pylori in hospitalized patients with peptic ulcer disease?,Can. J. Gastroenterol. 2013 Nov;27(11):636-8.,2013,24040632
Frequency of Helicobacter pylori infection among Egyptian children presenting with gastrointestinal manifestations.,J Egypt Public Health Assoc 2013 Aug;88(2):74-8.,2013,23963085
Expression of melatonin synthesizing enzymes in Helicobacter pylori infected gastric mucosa.,Biomed Res Int 2013 ;2013:845032.,2013,23936850
What is the impact of Helicobacter pylori density on the success of eradication therapy: a clinico-histopathological study.,Clin Res Hepatol Gastroenterol 2013 Dec;37(6):642-6.,2013,23796974
"Concomitant, sequential, and hybrid therapy for H. pylori eradication: a pilot study.",Clin Res Hepatol Gastroenterol 2013 Dec;37(6):647-50.,2013,23747131
Clinical factors related with helicobacter pylori infection--is there an association with gastric cancer history in first-degree family members?,Asian Pac. J. Cancer Prev. 2013 ;14(3):1797-802.,2013,23679276
The role of mother's oral and vaginal yeasts in transmission of Helicobacter pylori to neonates.,Arch Iran Med 2013 May;16(5):288-94.,2013,23641743
Penbactam for Helicobacter pylori eradication: a randomised comparison of quadruple and triple treatment schedules in an Iranian population.,Arab J Gastroenterol 2013 Mar;14(1):1-5.,2013,23622801
A screening trial of Helicobacter pylori-specific antigen tests in saliva to identify an oral infection.,Digestion 2013 ;87(3):163-9.,2013,23615458
Helicobacter pylori and autoimmune diseases.,Biomed. Pharmacother. 2013 May;67(4):347-9.,2013,23583190
Effect of fluoroquinolone resistance on 14-day levofloxacin triple and triple plus bismuth quadruple therapy.,Helicobacter 2013 Oct;18(5):373-7.,2013,23581720
Prevalence of Helicobacter pylori and its recurrence after successful eradication in a developing nation (Morocco).,Clin Res Hepatol Gastroenterol 2013 Nov;37(5):519-26.,2013,23567104
The effects of multistrain probiotic compound on bismuth-containing quadruple therapy for Helicobacter pylori infection: a randomized placebo-controlled triple-blind study.,Helicobacter 2013 Aug;18(4):280-4.,2013,23433200
Association between Helicobacter pylori infection detected by the (13) C-urea breath test and low serum ferritin levels among Japanese adults.,Helicobacter 2013 Aug;18(4):309-15.,2013,23406272
"Efficacy of bismuth-containing quadruple therapies for clarithromycin-, metronidazole-, and fluoroquinolone-resistant Helicobacter pylori infections in a prospective study.",Clin. Gastroenterol. Hepatol. 2013 Jul;11(7):802-7.e1.,2013,23376004
Diagnostic accuracy of urine-based kits for detection of Helicobacter pylori antibody in children.,Pediatr Int 2013 Jun;55(3):337-41.,2013,23360308
Comparative evaluation of 29 commercial Helicobacter pylori serological kits.,Helicobacter 2013 Jun;18(3):169-79.,2013,23316886
Clinical outcomes of two-week sequential and concomitant therapies for Helicobacter pylori eradication: a randomized pilot study.,Helicobacter 2013 Jun;18(3):180-6.,2013,23305083
Culture-based selection therapy for patients who did not respond to previous treatment for Helicobacter pylori infection.,Clin. Gastroenterol. Hepatol. 2013 May;11(5):507-10.,2013,23267869
Efficacy of genotypic resistance-guided sequential therapy in the third-line treatment of refractory Helicobacter pylori infection: a multicentre clinical trial.,J. Antimicrob. Chemother. 2013 Feb;68(2):450-6.,2013,23099849
"Nonbismuth quadruple ""concomitant"" therapy versus standard triple therapy, both of the duration of 10 days, for first-line H. pylori eradication: a randomized trial.",J. Clin. Gastroenterol. 2013 Mar;47(3):228-32.,2013,22858517
Static hyperinflation is associated with decreased peak exercise performance in children with cystic fibrosis.,Respir Care 2013 Feb;58(2):291-7.,2013,22781548
Current tuberculosis diagnostic tools & role of urease breath test.,Indian J. Med. Res. 2012 May;135(5):731-6.,2012,22771606
Ammonium metabolism in humans.,Metab. Clin. Exp. 2012 Nov;61(11):1495-511.,2012,22921946
Eradication therapy is effective for Helicobacter pylori-negative gastric mucosa-associated lymphoid tissue lymphoma.,Tohoku J. Exp. Med. 2012 11;228(3):223-7.,2012,23076291
Efficacy of a modified sequential therapy including bismuth subcitrate as first-line therapy to eradicate Helicobacter pylori in a Turkish population.,Helicobacter 2012 Dec;17(6):486-90.,2012,23067136
Epidemiology and diagnosis of Helicobacter pylori infection.,Helicobacter 2012 Sep;17 Suppl 1:1-8.,2012,22958148
Helicobacter pylori breath testing in an open access system has a high rate of potentially false negative results due to protocol violations.,Helicobacter 2012 Oct;17(5):391-5.,2012,22967123
The efficacy of second-line anti-Helicobacter pylori therapy using an extended 14-day levofloxacin/amoxicillin/proton-pump inhibitor treatment--a pilot study.,Helicobacter 2012 Oct;17(5):374-81.,2012,22967121
Influence of Helicobacter pylori infection on gastric acid secretion in pre-school Bangladeshi children.,Helicobacter 2012 Oct;17(5):333-9.,2012,22967116
[Helicobacter pylori - 2012].,Orv Hetil 2012 Sep;153(36):1407-18.,2012,22951408
Association between HLA-DQ genotypes and haplotypes vs Helicobacter pylori infection in an Indonesian population.,Asian Pac. J. Cancer Prev. 2012 ;13(4):1247-51.,2012,22799313
Perforated peptic ulcer in an adolescent girl.,Pediatr Emerg Care 2012 Jul;28(7):709-11.,2012,22766592
Assessment of Helicobacter pylori eradication by virgin olive oil.,Helicobacter 2012 Aug;17(4):305-11.,2012,22759331
Dual therapy for third-line Helicobacter pylori eradication and urea breath test prediction.,World J. Gastroenterol. 2012 Jun;18(21):2735-8.,2012,22690086
[Effect of pharmaceutical care in the diagnosis of Helicobacter pylori infection using 13C-urea breath test].,Yakugaku Zasshi 2012 ;132(5):601-7.,2012,22687696
"Comparison of sequential and 7-, 10-, 14-d triple therapy for Helicobacter pylori infection.",World J. Gastroenterol. 2012 May;18(19):2377-82.,2012,22654429
"Long-term follow-up of 1,000 patients cured of Helicobacter pylori infection following an episode of peptic ulcer bleeding.",Am. J. Gastroenterol. 2012 Aug;107(8):1197-204.,2012,22613904
"High-dose, ten-day esomeprazole, amoxicillin and metronidazole triple therapy achieves high Helicobacter pylori eradication rates.",Aliment. Pharmacol. Ther. 2012 Jul;36(2):190-6.,2012,22591220
Randomized comparison of two non-bismuth-containing second-line rescue therapies for Helicobacter pylori.,Helicobacter 2012 Jun;17(3):216-23.,2012,22515360
Doxycycline-based quadruple regimen versus routine quadruple regimen for rescue eradication of Helicobacter pylori: an open-label control study in Chinese patients.,Singapore Med J 2012 Apr;53(4):273-6.,2012,22511052
Multiple-antibiotic-resistant Helicobacter pylori infection eradicated with a tailor-made quadruple therapy.,J. Gastroenterol. Hepatol. 2012 Apr;27 Suppl 3:108-11.,2012,22486882
Effect of ecabet sodium treatment on urea breath test and stool antigen tests in volunteers with Helicobacter pylori infection.,J. Gastroenterol. Hepatol. 2012 Apr;27 Suppl 3:100-2.,2012,22486880
Comparison of sequential and standard therapy for Helicobacter pylori eradication in children and investigation of clarithromycin resistance.,J. Pediatr. Gastroenterol. Nutr. 2012 Nov;55(5):530-3.,2012,22465935
Accuracy of urea breath test performed immediately after emergency endoscopy in peptic ulcer bleeding.,Dig. Dis. Sci. 2012 Jul;57(7):1880-6.,2012,22453995
Probiotic multistrain treatment may eradicate Helicobacter pylori from the stomach of dyspeptics: a placebo-controlled pilot study.,Inflamm Allergy Drug Targets 2012 Jun;11(3):244-9.,2012,22452604
Lansoprazole-based sequential and concomitant therapy for the first-line Helicobacter pylori eradication.,J Dig Dis 2012 Apr;13(4):232-8.,2012,22435509
Low efficacy of clarithromycin including sequential regimens for Helicobacter pylori infection.,Helicobacter 2012 Apr;17(2):121-6.,2012,22404442
A rapid continuous-real-time 13C-urea breath test for the detection of Helicobacter pylori in patients after partial gastrectomy.,J. Clin. Gastroenterol. 2012 Apr;46(4):293-6.,2012,22395063
Delirium in diabetic ketoacidosis: a case report.,J Clin Res Pediatr Endocrinol 2012 Mar;4(1):39-41.,2012,22394704
"Diagnostic performance of urea breath test, rapid urea test, and histology for Helicobacter pylori infection in patients with partial gastrectomy: a meta-analysis.",J. Clin. Gastroenterol. 2012 Apr;46(4):285-92.,2012,22392025
Helicobacter pylori in gallbladder mucosa in patients with gallbladder disease.,Indian J Gastroenterol 2012 Apr;31(2):57-60.,2012,22350820
Reinfection rate of Helicobacter pylori after eradication treatment: a long-term prospective study in Japan.,J. Gastroenterol. 2012 Jun;47(6):641-6.,2012,22350696
Long-term effects of clearing Helicobacter pylori on growth in school-age children.,Pediatr. Infect. Dis. J. 2012 Mar;31(3):263-6.,2012,22315005
Comparison of levofloxacin-containing sequential and standard triple therapies for the eradication of Helicobacter pylori.,Eur. J. Intern. Med. 2012 Mar;23(2):165-8.,2012,22284248
Applicability of a short/rapid 13C-urea breath test for Helicobacter pylori: retrospective multicenter chart review study.,BMC Gastroenterol 2012 Jan;12:8.,2012,22260296
Predictors of the development of myocarditis or acute renal failure in patients with leptospirosis: an observational study.,BMC Infect. Dis. 2012 Jan;12:4.,2012,22243770
Influence of proton pump inhibitor treatment on Helicobacter pylori stool antigen test.,World J. Gastroenterol. 2012 Jan;18(1):44-8.,2012,22228969
A comparison between sequential therapy and a modified bismuth-based quadruple therapy for Helicobacter pylori eradication in Iran: a randomized clinical trial.,Helicobacter 2012 Feb;17(1):43-8.,2012,22221615
Inverse association between Helicobacter pylori and pediatric asthma in a high-prevalence population.,Helicobacter 2012 Feb;17(1):30-5.,2012,22221613
Effect of pretreatment with Lactobacillus gasseri OLL2716 on first-line Helicobacter pylori eradication therapy.,J. Gastroenterol. Hepatol. 2012 May;27(5):888-92.,2012,22098133
Community-acquired pneumonia in younger patients is an entity on its own.,Eur. Respir. J. 2012 May;39(5):1156-61.,2012,22088967
Prognostic power of proadrenomedullin in community-acquired pneumonia is independent of aetiology.,Eur. Respir. J. 2012 May;39(5):1144-55.,2012,22075489
Absence of Helicobacter pylori in healthy laryngeal mucosa.,J Laryngol Otol 2012 Feb;126(2):196-9.,2012,22040743
Helicobacter pylori infection in patients with epilepsy.,Seizure 2012 Jan;21(1):21-3.,2012,21903421
Increasing the duration of dual amoxicillin plus omeprazole Helicobacter pylori eradication to 6 weeks: a pilot study.,J. Gastroenterol. Hepatol. 2012 Jan;27(1):59-61.,2012,21793914
Comparison of the C14 urea breath test and histopathology in the diagnosis of Helicobacter pylori in the elderly.,J Pak Med Assoc 2012 Oct;62(10):1061-5.,2012,23866448
[Study of the pragmatic of saliva test cassette to detect the Helicobacter pylori in oral cavity].,Hua Xi Kou Qiang Yi Xue Za Zhi 2012 Oct;30(5):501-4.,2012,23173315
Levofloxacin-containing triple and sequential therapy or standard sequential therapy as the first line treatment for Helicobacter pylori eradication in China.,Helicobacter 2012 Dec;17(6):478-85.,2012,23067317
"Helicobacter pylori eradication with ecabet sodium, omeprazole, amoxicillin, and clarithromycin versus bismuth, omeprazole, amoxicillin, and clarithromycin quadruple therapy: a randomized, open-label, phase IV trial.",Helicobacter 2012 Dec;17(6):458-65.,2012,23066868
Greater than 95% success with 14-day bismuth quadruple anti- Helicobacter pylori therapy: a pilot study in US Hispanics.,Helicobacter 2012 Oct;17(5):382-90.,2012,22967122
"Ten-day sequential versus triple therapy for Helicobacter pylori eradication: a prospective, open-label, randomized trial.",J. Gastroenterol. Hepatol. 2012 Nov;27(11):1675-80.,2012,22849546
Levofloxacin versus clarithromycin in a 10 day triple therapy regimen for first-line Helicobacter pylori eradication: a single-blind randomized clinical trial.,J. Antimicrob. Chemother. 2012 Sep;67(9):2254-9.,2012,22687889
"A non-invasive, low-cost study design to determine the release profile of colon drug delivery systems: a feasibility study.",Pharm. Res. 2012 Aug;29(8):2070-8.,2012,22422322
High-dose rabeprazole-amoxicillin dual therapy and rabeprazole triple therapy with amoxicillin and levofloxacin for 2 weeks as first and second line rescue therapies for Helicobacter pylori treatment failures.,Aliment. Pharmacol. Ther. 2012 May;35(9):1097-102.,2012,22404486
Performance of routine Helicobacter pylori tests in patients with atrophic gastritis.,J Gastrointestin Liver Dis 2011 Dec;20(4):349-54.,2011,22187698
Compliance with the CURB-65 score and the consequences of non-implementation.,Int. J. Tuberc. Lung Dis. 2011 Dec;15(12):1697-702.,2011,22118182
"First-time urea breath tests performed at home by 36,629 patients: a study of Helicobacter pylori prevalence in primary care.",Helicobacter 2011 Dec;16(6):468-74.,2011,22059398
"Randomized trial on 14 versus 7 days of esomeprazole, moxifloxacin, and amoxicillin for second-line or rescue treatment of Helicobacter pylori infection.",Helicobacter 2011 Dec;16(6):420-6.,2011,22059392
Low prevalence of Helicobacter pylori-negative gastric cancer among Japanese.,Helicobacter 2011 Dec;16(6):415-9.,2011,22059391
Randomised clinical trial: the efficacy of a 10-day sequential therapy vs. a 14-day standard proton pump inhibitor-based triple therapy for Helicobacter pylori in Korea.,Aliment. Pharmacol. Ther. 2011 Nov;34(9):1098-105.,2011,21923713
Cure of alopecia areata after eradication of Helicobacter pylori: a new association?,World J. Gastroenterol. 2011 Jul;17(26):3165-70.,2011,21912461
Probiotic lactobacilli and bifidobacteria in a fermented milk product with added fruit preparation reduce antibiotic associated diarrhea and Helicobacter pylori activity.,J. Dairy Res. 2011 Nov;78(4):396-403.,2011,21871144
Introduction of an examination and treatment for Helicobacter pylori infection in high school health screening.,J. Gastroenterol. 2011 Dec;46(12):1353-60.,2011,21853260
A case of Helicobacter pylori-negative depressed type gastric adenoma.,Nihon Shokakibyo Gakkai Zasshi 2011 08;108(8):1399-404.,2011,21817843
Comparison of Helicobacter pylori antibody detection in stool with other diagnostic tests for infection.,Asian Pac. J. Cancer Prev. 2011 ;12(4):1077-81.,2011,21790255
