title,citation,year,pmid
A review of the volatiles from the healthy human body.,J Breath Res 2014 Mar;8(1):014001.,2014,24421258
Development of UV-ionization based trace differential mobility sensor for acetone and hexane.,Conf Proc IEEE Eng Med Biol Soc 2014 ;2014:3476-9.,2014,25570739
Metabolic rate monitoring and weight reduction/management.,Conf Proc IEEE Eng Med Biol Soc 2014 ;2014:3184-7.,2014,25570667
Analysis of ketone bodies in exhaled breath and blood of ten healthy Japanese at OGTT using a portable gas chromatograph.,J Breath Res 2014 Nov;8(4):046008.,2014,25417653
"Absorption of ethanol, acetone, benzene and 1,2-dichloroethane through human skin in vitro: a test of diffusion model predictions.",Toxicol. Appl. Pharmacol. 2014 11;281(1):109-17.,2014,25283951
Exhaled breath concentrations of acetic acid vapour in gastro-esophageal reflux disease.,J Breath Res 2014 Sep;8(3):037109.,2014,25189108
Volatile organic compounds in bile can diagnose malignant biliary strictures in the setting of pancreatic cancer: a preliminary observation.,Gastrointest. Endosc. 2014 Dec;80(6):1038-45.,2014,24929484
Surgical smoke may be a biohazard to surgeons performing laparoscopic surgery.,Surg Endosc 2014 Aug;28(8):2374-80.,2014,24570016
Applications of Hadamard transform-gas chromatography/mass spectrometry to the detection of acetone in healthy human and diabetes mellitus patient breath.,Talanta 2014 Mar;120:386-90.,2014,24468386
"Seasonal variations of monocarbonyl and dicarbonyl in urban and sub-urban sites of Xi'an, China.",Environ Monit Assess 2014 May;186(5):2835-49.,2014,24420739
Is breath acetone a biomarker of diabetes? A historical review on breath acetone measurements.,J Breath Res 2013 Sep;7(3):037109.,2013,23959840
A prototype portable breath acetone analyzer for monitoring fat loss.,J Breath Res 2013 Sep;7(3):036005.,2013,23883482
Standardised exhaled breath collection for the measurement of exhaled volatile organic compounds by proton transfer reaction mass spectrometry.,BMC Pulm Med 2013 Jul;13:43.,2013,23837867
Hydrogen cyanide concentrations in the breath of adult cystic fibrosis patients with and without Pseudomonas aeruginosa infection.,J Breath Res 2013 Jun;7(2):026010.,2013,23680696
Human breath analysis may support the existence of individual metabolic phenotypes.,PLoS ONE 2013 ;8(4):e59909.,2013,23573221
Single exhaled breath metabolomic analysis identifies unique breathprint in patients with acute decompensated heart failure.,J. Am. Coll. Cardiol. 2013 Apr;61(13):1463-4.,2013,23500243
Near real-time VOCs analysis using an aspiration ion mobility spectrometer.,J Breath Res 2013 Jun;7(2):026002.,2013,23470292
Selective diagnosis of diabetes using Pt-functionalized WO3 hemitube networks as a sensing layer of acetone in exhaled breath.,Anal. Chem. 2013 Feb;85(3):1792-6.,2013,23252728
Demonstration of a mid-infrared cavity enhanced absorption spectrometer for breath acetone detection.,Anal. Chem. 2013 Jan;85(2):846-50.,2013,23231744
NMR spectroscopy metabolomic profiling of exhaled breath condensate in patients with stable and unstable cystic fibrosis.,Thorax. 2012 Mar;67(3):222-8. doi: 10.1136/thoraxjnl-2011-200072. Epub 2011 Nov 21.,2012,22106016
Characterization and evolution of exposure to volatile organic compounds in the Spanish shoemaking industry over a 5-year period.,J Occup Environ Hyg 2012 ;9(11):653-62.,2012,23016600
Climatic factors directly impact the volatile organic compound fingerprint in green Arabica coffee bean as well as coffee beverage quality.,Food Chem 2012 Dec;135(4):2575-83.,2012,22980845
A sub-ppm acetone gas sensor for diabetes detection using 10 nm thick ultrathin InN FETs.,Sensors (Basel) 2012 ;12(6):7157-68.,2012,22969342
Breath acetone monitoring by portable Si:WO3 gas sensors.,Anal. Chim. Acta 2012 Aug;738:69-75.,2012,22790702
An investigation of suitable bag materials for the collection and storage of breath samples containing hydrogen cyanide.,J Breath Res 2012 Sep;6(3):036004.,2012,22759377
Variability in the concentrations of volatile metabolites emitted by genotypically different strains of  Pseudomonas aeruginosa.,J. Appl. Microbiol. 2012 Sep;113(3):701-13.,2012,22726261
Measurement of endogenous acetone and isoprene in exhaled breath during sleep.,Physiol Meas 2012 Mar;33(3):413-28.,2012,22370046
Exhaled acetone as a new biomaker of heart failure severity.,Chest 2012 Aug;142(2):457-466.,2012,22345382
Evaluation of septa quality for automatic SPME-GC-MS trace analysis.,J Chromatogr Sci 2012 Jan;50(1):10-4.,2012,22291050
A modeling-based evaluation of isothermal rebreathing for breath gas analyses of highly soluble volatile organic compounds.,J Breath Res 2012 Mar;6(1):016005.,2012,22233667
Validation of diffusive mini-samplers for aldehyde and VOC and its feasibility for measuring the exposure levels of elementary school children.,J Environ Monit 2012 Feb;14(2):368-74.,2012,21986583
"On-line, real time monitoring of exhaled trace gases by SIFT-MS in the perioperative setting: a feasibility study.",Analyst 2011 Aug;136(16):3233-7.,2011,21717028
Integrated exposure assessment of sewage workers to genotoxicants: an urinary biomarker approach and oxidative stress evaluation.,Environ Health 2011 Mar;10:23.,2011,21435260
A mathematical model for breath gas analysis of volatile organic compounds with special emphasis on acetone.,J Math Biol 2011 Nov;63(5):959-99.,2011,21234569
"Relationships between mite allergen levels, mold concentrations, and sick building syndrome symptoms in newly built dwellings in Japan.",Indoor Air 2011 Jun;21(3):253-63.,2011,21198888
A novel methodology to evaluate health impacts caused by VOC exposures using real-time VOC and Holter monitors.,Int J Environ Res Public Health 2010 12;7(12):4127-38.,2010,21317998
Dynamic profiles of volatile organic compounds in exhaled breath as determined by a coupled PTR-MS/GC-MS study.,Physiol Meas 2010 Sep;31(9):1169-84.,2010,20664160
Quantification of methane in humid air and exhaled breath using selected ion flow tube mass spectrometry.,Rapid Commun. Mass Spectrom. 2010 May;24(9):1296-304.,2010,20391601
Kinetics of ethanol decay in mouth- and nose-exhaled breath measured on-line by selected ion flow tube mass spectrometry following varying doses of alcohol.,Rapid Commun. Mass Spectrom. 2010 Apr;24(7):1066-74.,2010,20213689
Indoor air in beauty salons and occupational health exposure of cosmetologists to chemical substances.,Int J Environ Res Public Health 2010 01;7(1):314-24.,2010,20195448
Application of membrane extraction with sorbent interface for breath analysis.,Methods Mol. Biol. 2010 ;610:451-68.,2010,20013195
Breath acetone analysis with miniaturized sample preparation device: in-needle preconcentration and subsequent determination by gas chromatography-mass spectroscopy.,J. Chromatogr. B Analyt. Technol. Biomed. Life Sci. 2009 Aug;877(24):2551-6.,2009,19595647
Indoor air VOC concentrations in suburban and rural New Jersey.,Environ. Sci. Technol. 2008 Nov;42(22):8231-8.,2008,19068799
Design-of-experiment optimization of exhaled breath condensate analysis using a miniature differential mobility spectrometer (DMS).,Anal. Chim. Acta 2008 Nov;628(2):155-61.,2008,18929003
Selected ion flow tube mass spectrometry of exhaled breath condensate headspace.,Rapid Commun. Mass Spectrom. 2008 Sep;22(18):2844-50.,2008,18712707
"Development of an in vitro batch-type closed gas exposure device with an alveolar epithelial cell line, A549, for toxicity evaluations of gaseous compounds.",Anal Sci 2008 Aug;24(8):957-62.,2008,18689933
Spatial and temporal variability in VOC levels within a commercial retail building.,Indoor Air 2008 Oct;18(5):365-74.,2008,18636973
Development of a protocol to measure volatile organic compounds in human breath: a comparison of rebreathing and on-line single exhalations using proton transfer reaction mass spectrometry.,Physiol Meas 2008 Mar;29(3):309-30.,2008,18367807
"[Air quality in schools - classroom levels of carbon dioxide (CO2), volatile organic compounds (VOC), aldehydes, endotoxins and cat allergen].",Gesundheitswesen 2008 Feb;70(2):88-97.,2008,18348098
PBTK modeling demonstrates contribution of dermal and inhalation exposure components to end-exhaled breath concentrations of naphthalene.,Environ. Health Perspect. 2007 Jun;115(6):894-901.,2007,17589597
An off-line breath sampling and analysis method suitable for large screening studies.,Physiol Meas 2007 May;28(5):503-14.,2007,17470984
Worker exposure to volatile organic compounds in the vehicle repair industry.,J Occup Environ Hyg 2007 May;4(5):301-10.,2007,17454499
Halitosis associated volatiles in breath of healthy subjects.,J. Chromatogr. B Analyt. Technol. Biomed. Life Sci. 2007 Jun;853(1-2):54-61.,2007,17416556
Volatile organic compounds from feces and their potential for diagnosis of gastrointestinal disease.,FASEB J. 2007 Jun;21(8):1675-88.,2007,17314143
"Volatile organic compounds and pulmonary function in the Third National Health and Nutrition Examination Survey, 1988-1994.",Environ. Health Perspect. 2006 Aug;114(8):1210-4.,2006,16882527
Increase of acetone emitted by urine in relation to ovulation.,Acta Obstet Gynecol Scand 2006 ;85(8):1008-11.,2006,16862484
Analysis of human breath with micro extraction techniques and continuous monitoring of carbon dioxide concentration.,Anal Bioanal Chem 2006 Aug;385(8):1398-408.,2006,16847622
Quantification of breath carbon disulphide and acetone following a single dose of disulfiram (Antabuse) using selected ion flow tube mass spectrometry (SIFT-MS).,Addict Biol 2006 Jun;11(2):163-9.,2006,16800830
"Distribution of volatile organic compounds in ambient air of Kaohsiung, Taiwan.",Environ Monit Assess 2006 Aug;119(1-3):43-56.,2006,16770512
Analysis of expired air of fasting male monks at Mount Athos.,J. Chromatogr. B Analyt. Technol. Biomed. Life Sci. 2006 Mar;832(2):274-9.,2006,16483856
Measuring airway exchange of endogenous acetone using a single-exhalation breathing maneuver.,J. Appl. Physiol. 2006 Mar;100(3):880-9.,2006,16282431
"Health effects of a mixture of indoor air volatile organics, their ozone oxidation products, and stress.",Environ. Health Perspect. 2005 Nov;113(11):1542-8.,2005,16263509
Development of a new photocatalytic oxidation air filter for aircraft cabin.,Indoor Air 2005 Oct;15(5):326-34.,2005,16108905
"Preliminary investigation of using volatile organic compounds from human expired air, blood and urine for locating entrapped people in earthquakes.",J. Chromatogr. B Analyt. Technol. Biomed. Life Sci. 2005 Aug;822(1-2):112-7.,2005,15996539
Real-time detection of common microbial volatile organic compounds from medically important fungi by Selected Ion Flow Tube-Mass Spectrometry (SIFT-MS).,J. Microbiol. Methods 2005 Nov;63(2):127-34.,2005,15893831
Children's exposure to volatile organic compounds as determined by longitudinal measurements in blood.,Environ. Health Perspect. 2005 Mar;113(3):342-9.,2005,15743726
Gases and organic solvents in urine as biomarkers of occupational exposure: a review.,Int Arch Occup Environ Health 2005 Feb;78(1):1-19.,2005,15592680
A critical review of reported air concentrations of organic compounds in aircraft cabins.,Indoor Air 2003 Sep;13(3):292-301.,2003,12950593
A real-time method to evaluate the nasal deposition and clearance of acetone in the human volunteer.,Inhal Toxicol 2003 May;15(6):523-38.,2003,12692729
Asthma symptoms in Hispanic children and daily ambient exposures to toxic and criteria air pollutants.,Environ. Health Perspect. 2003 Apr;111(4):647-56.,2003,12676630
Use of a hybrid computational fluid dynamics and physiologically based inhalation model for interspecies dosimetry comparisons of ester vapors.,Toxicol. Appl. Pharmacol. 2002 Aug;183(1):23-40.,2002,12217639
Exhalation behavior of four organic substrates and water absorbed by human skin.,Biol. Pharm. Bull. 2002 Jul;25(7):867-71.,2002,12132659
Patterns and significance of exhaled-breath biomarkers in lung transplant recipients with acute allograft rejection.,J. Heart Lung Transplant. 2001 Nov;20(11):1158-66.,2001,11704475
Atmospheric volatile organic compound measurements during the 1996 Paso del Norte Ozone Study.,Sci. Total Environ. 2001 Aug;276(1-3):153-69.,2001,11523535
Elevated concentrations of acetone and unidentified compounds in the breath of alcohol abusers.,Alcohol. Clin. Exp. Res. 1989 Aug;13(4):523-6.,1989,2679209
Impact of inspired substance concentrations on the results of breath analysis in mechanically ventilated patients.,Biomarkers 2005 Mar-Jun;10(2-3):138-52.,,16076729
Recent chemical exposures and blood volatile organic compound levels in a large population-based sample.,Arch. Environ. Health 2001 Mar-Apr;56(2):157-66.,,11339680
