title,citation,year,pmid
Regulated hydrogen peroxide production by Duox in human airway epithelial cells.,Am. J. Respir. Cell Mol. Biol. 2005 May;32(5):462-9.,2005,15677770
Passive smoking does not increase hydrogen peroxide (H2O2) levels in exhaled breath condensate in 9-year-old healthy children.,Pediatr. Pulmonol. 2005 Jan;39(1):41-5.,2005,15532100
[Limitations of the technique to determine hydrogen peroxide levels in exhaled breath condensate from patients with adult respiratory distress syndrome].,Arch. Bronconeumol. 2005 Oct;41(10):542-6.,2005,16266666
Rehabilitation decreases exercise-induced oxidative stress in chronic obstructive pulmonary disease.,Am. J. Respir. Crit. Care Med. 2005 Oct;172(8):994-1001.,2005,16040783
Lung surfactant gelation induced by epithelial cells exposed to air pollution or oxidative stress.,Am. J. Respir. Cell Mol. Biol. 2005 Aug;33(2):161-8.,2005,15860796
Markers of inflammation and oxidative stress in exacerbated chronic obstructive pulmonary disease patients.,Respir Med 2005 Jan;99(1):84-90.,2005,15672854
Long-term oral n-acetylcysteine reduces exhaled hydrogen peroxide in stable COPD.,Pulm Pharmacol Ther 2005 ;18(1):41-7.,2005,15607126
Assessment of exhaled gases in ventilated preterm infants.,Physiol Res 2004 ;53(5):561-4.,2004,15479136
Elevated exhalation of hydrogen peroxide and thiobarbituric acid reactive substances in patients with community acquired pneumonia.,Respir Med 2004 Jul;98(7):669-76.,2004,15250234
Effect of inhaled N-acetylcysteine on hydrogen peroxide exhalation in healthy subjects.,Pulm Pharmacol Ther 2004 ;17(3):155-62.,2004,15123225
Quantitative analysis of 8-isoprostane and hydrogen peroxide in exhaled breath condensate.,Eur. Respir. J. 2004 Feb;23(2):189-92.,2004,14979489
Reproducibility of oxidative stress biomarkers in breath condensate: are they reliable?,Eur. Respir. J. 2004 Feb;23(2):183-4.,2004,14979486
Problems associated with collecting breath condensate for the measurement of exhaled hydrogen peroxide from neonates on respiratory support.,Biol. Neonate 2003 ;84(4):338-41.,2003,14593246
Effect of montelukast on exhaled nitric oxide and nonvolatile markers of inflammation in mild asthma.,Chest 2003 Oct;124(4):1334-40.,2003,14555563
Exhaled hydrogen peroxide correlates with the release of reactive oxygen species by blood phagocytes in healthy subjects.,Respir Med 2003 Jun;97(6):718-25.,2003,12814160
Elevated exhalation of hydrogen peroxide in patients with systemic sclerosis.,Eur. J. Clin. Invest. 2003 Mar;33(3):274-9.,2003,12641548
Indirect monitoring of lung inflammation.,Nat Rev Drug Discov 2002 Mar;1(3):238-42.,2002,12120509
Analysis of exhaled breath condensate for monitoring airway inflammation.,Trends Pharmacol. Sci. 2002 May;23(5):232-7.,2002,12008001
An efficient and reproducible method for measuring hydrogen peroxide in exhaled breath condensate.,Respir Med 2002 Mar;96(3):197-203.,2002,11908513
Treatment of asthma with lipid extract of New Zealand green-lipped mussel: a randomised clinical trial.,Eur. Respir. J. 2002 Sep;20(3):596-600.,2002,12358334
Variability of exhaled hydrogen peroxide in stable COPD patients and matched healthy controls.,Respiration 2002 ;69(3):211-6.,2002,12097763
"The relationships among hydrogen peroxide in expired breath condensate, airway inflammation, and asthma severity.",Chest 2002 Feb;121(2):338-46.,2002,11834641
"Exhaled H(2)O(2) in steady-state bronchiectasis: relationship with cellular composition in induced sputum, spirometry, and extent and severity of disease.",Chest 2002 Jan;121(1):81-7.,2002,11796435
A noninvasive method to collect nasally exhaled air condensate in humans of all ages.,Eur. J. Clin. Invest. 2001 Oct;31(10):915-20.,2001,11737231
Elevated concentrations of exhaled hydrogen peroxide in asthmatic patients.,Chest 2001 Oct;120(4):1136-9.,2001,11591550
Exhalation of H2O2 and thiobarbituric acid reactive substances (TBARs) by healthy subjects.,Free Radic. Biol. Med. 2001 Jan;30(2):178-86.,2001,11163535
Hydrogen peroxide in breath condensate during a common cold.,Mediators Inflamm. 2001 Dec;10(6):351-4.,2001,11817678
Exhaled nitric oxide and hydrogen peroxide in patients with chronic obstructive pulmonary disease: effects of inhaled beclomethasone.,Am. J. Respir. Crit. Care Med. 2001 Sep;164(6):1012-5.,2001,11587988
Long-term administration of N-acetylcysteine decreases hydrogen peroxide exhalation in subjects with chronic obstructive pulmonary disease.,Respir Med 2001 Jun;95(6):448-56.,2001,11421501
The concentration of hydrogen peroxide in exhaled air depends on expiratory flow rate.,Eur. Respir. J. 2000 Dec;16(6):1115-8.,2000,11292115
Hydrogen peroxide in the human body.,FEBS Lett. 2000 Dec;486(1):10-3.,2000,11108833
Hydrogen peroxide and nitric oxide in exhaled air of children with cystic fibrosis during antibiotic treatment.,Eur. Respir. J. 2000 Jul;16(1):95-100.,2000,10933092
Increased exhalation of hydrogen peroxide in healthy subjects following cigarette consumption.,Sao Paulo Med J 2000 Jul;118(4):93-8.,2000,10887384
Inhaled glucocorticosteroids decrease hydrogen peroxide level in expired air condensate in asthmatic patients.,Respir Med 2000 May;94(5):416-21.,2000,10868702
Oxidative stress after lung resection therapy: A pilot study.,Chest 2000 Apr;117(4):999-1003.,2000,10767230
The influence of liposome-encapsulated prostaglandin E1 on hydrogen peroxide concentrations in the exhaled breath of patients with the acute respiratory distress syndrome.,Anesth. Analg. 1999 Aug;89(2):353-7.,1999,10439747
Expired hydrogen peroxide in breath condensate of cystic fibrosis patients.,Eur. Respir. J. 1999 Jan;13(1):103-6.,1999,10836332
Hydrogen peroxide and catalase are inversely related in adult patients undergoing cardiopulmonary bypass: implications for antioxidant protection.,Redox Rep. 1999 ;4(1-2):49-52.,1999,10714276
Increased content of thiobarbituric acid-reactive substances and hydrogen peroxide in the expired breath condensate of patients with stable chronic obstructive pulmonary disease: no significant effect of cigarette smoking.,Respir Med 1999 Jun;93(6):389-96.,1999,10464820
Combined use of exhaled hydrogen peroxide and nitric oxide in monitoring asthma.,Am. J. Respir. Crit. Care Med. 1998 Oct;158(4):1042-6.,1998,9769258
Hydrogen peroxide in exhaled air of healthy children: reference values.,Eur. Respir. J. 1998 Aug;12(2):483-5.,1998,9727806
"Catalase, myeloperoxidase and hydrogen peroxide in cystic fibrosis.",Eur. Respir. J. 1998 Feb;11(2):377-83.,1998,9551742
Increased hydrogen peroxide and thiobarbituric acid-reactive products in expired breath condensate of asthmatic patients.,Eur. Respir. J. 1997 Jun;10(6):1235-41.,1997,9192922
Hydrogen peroxide in exhaled air is increased in stable asthmatic children.,Eur. Respir. J. 1997 Mar;10(3):519-21.,1997,9072978
Hydrogenase encapsulation into red blood cells and regeneration of electron acceptor.,Biotechnol. Appl. Biochem. 1996 10;24(2):95-100.,1996,8865603
Increased exhalation of hydrogen peroxide in patients with stable and unstable chronic obstructive pulmonary disease.,Am. J. Respir. Crit. Care Med. 1996 Sep;154(3 Pt 1):813-6.,1996,8810624
Cellular oxygen toxicity. Oxidant injury without apoptosis.,J. Biol. Chem. 1996 Jun;271(25):15182-6.,1996,8662947
Increased content of hydrogen peroxide in the expired breath of cigarette smokers.,Eur. Respir. J. 1996 Apr;9(4):652-7.,1996,8726926
Reperfusion injury and exhaled hydrogen peroxide.,Anesth. Analg. 1993 Nov;77(5):963-70.,1993,8214735
Postinsult treatment with N-acetyl-L-cysteine decreases IL-1-induced neutrophil influx and lung leak in rats.,Am. J. Physiol. 1993 Nov;265(5 Pt 1):L501-6.,1993,8238538
Expired breath hydrogen peroxide is a marker of acute airway inflammation in pediatric patients with asthma.,Am. Rev. Respir. Dis. 1993 Oct;148(4 Pt 1):955-60.,1993,8214950
General anesthesia and exhaled breath hydrogen peroxide.,Anesthesiology 1992 May;76(5):703-10.,1992,1575337
Increased hydrogen peroxide in the expired breath of patients with acute hypoxemic respiratory failure.,Chest 1989 Sep;96(3):606-12.,1989,2766820
Expired breath oxidant activity during haemodialysis.,Nephron 1989 ;52(2):190-1.,1989,2739857
Oxidant activity in expired breath of patients with adult respiratory distress syndrome.,Lancet 1986 Jan;1(8471):11-4.,1986,2867261
Effects of inhaled corticosteroids with different lung deposition on exhaled hydrogen peroxide in stable COPD patients.,Respiration 2003 May-Jun;70(3):242-8.,,12915742
Exhaled nitric oxide and hydrogen peroxide concentrations in asthmatic smokers.,Respiration 2004 Sep-Oct;71(5):463-8.,,15467323
